|Id|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|Prediction|Score
1570|1570|30000.0|1.0|2.0|1.0|38.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|184.0|1522.0|0.0|5480.0|175.0|-2000.0|1522.0|0.0|5480.0|175.0|0.0|2000.0|0|0.6397947669029236
1571|1571|610000.0|2.0|3.0|1.0|50.0|-1.0|-1.0|-1.0|-1.0|-1.0|0.0|10579.0|11299.0|7380.0|3755.0|20515.0|11497.0|11299.0|9710.0|3769.0|20515.0|0.0|1070.0|0|0.8433525562286377
1572|1572|280000.0|2.0|2.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|31248.0|32081.0|32897.0|33350.0|34047.0|34525.0|1527.0|1541.0|1192.0|1233.0|1239.0|1273.0|0|0.7813023924827576
1573|1573|400000.0|2.0|4.0|1.0|37.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|14889.0|929.0|1191.0|11930.0|11286.0|5766.0|929.0|1191.0|11930.0|11286.0|5766.0|16520.0|0|0.7332310676574707
1574|1574|210000.0|2.0|3.0|1.0|27.0|1.0|-2.0|-1.0|-1.0|-2.0|-2.0|0.0|0.0|1008.0|0.0|0.0|0.0|0.0|1008.0|0.0|0.0|0.0|1114.0|1|0.5325455069541931
1575|1575|30000.0|2.0|2.0|1.0|26.0|2.0|2.0|2.0|2.0|2.0|2.0|30372.0|30954.0|30670.0|29856.0|30584.0|27883.0|1805.0|2074.0|0.0|2304.0|0.0|2400.0|1|0.9533083438873291
1576|1576|590000.0|1.0|1.0|1.0|41.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|617.0|1304.0|35498.0|0.0|0.0|0.0|1304.0|35552.0|0.0|0.0|0.0|0.0|0|0.8219839930534363
1577|1577|190000.0|2.0|3.0|1.0|47.0|1.0|2.0|0.0|0.0|0.0|0.0|194487.0|189894.0|185512.0|169728.0|143260.0|136901.0|92.0|7791.0|4000.0|2865.0|40000.0|0.0|1|0.5782787799835205
1578|1578|230000.0|2.0|4.0|1.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|123436.0|127873.0|129832.0|133273.0|139818.0|65649.0|7000.0|6000.0|6000.0|10000.0|30000.0|3044.0|0|0.8046720623970032
1579|1579|50000.0|2.0|2.0|1.0|48.0|-1.0|-1.0|2.0|-1.0|-1.0|-1.0|1079.0|7179.0|6478.0|7527.0|3060.0|1490.0|7651.0|0.0|7535.0|3060.0|1490.0|1095.0|0|0.7368595600128174
1580|1580|310000.0|2.0|2.0|1.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|182202.0|162547.0|140911.0|111881.0|78759.0|78877.0|5118.0|3758.0|3901.0|2206.0|3089.0|3023.0|0|0.7250953912734985
1581|1581|180000.0|2.0|1.0|1.0|42.0|1.0|-1.0|-1.0|-2.0|-2.0|-2.0|0.0|1290.0|0.0|0.0|1200.0|0.0|1290.0|0.0|0.0|1200.0|0.0|0.0|1|0.6472548246383667
1582|1582|230000.0|2.0|2.0|2.0|25.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|13499.0|9078.0|11009.0|6172.0|0.0|13499.0|9117.0|11009.0|6172.0|869.0|0|0.7325200438499451
1583|1583|80000.0|2.0|2.0|2.0|48.0|0.0|0.0|0.0|2.0|0.0|0.0|60261.0|60129.0|57488.0|47846.0|48464.0|48940.0|2234.0|5311.0|0.0|1787.0|1700.0|1500.0|0|0.6077384352684021
1584|1584|330000.0|2.0|2.0|1.0|41.0|1.0|2.0|2.0|2.0|2.0|2.0|289884.0|283863.0|301265.0|306752.0|313710.0|309446.0|0.0|22200.0|12000.0|12000.0|978.0|23500.0|1|0.7929235696792603
1585|1585|20000.0|1.0|2.0|3.0|53.0|0.0|0.0|0.0|0.0|0.0|0.0|18856.0|19840.0|18588.0|17650.0|18003.0|18390.0|1318.0|1298.0|1260.0|613.0|645.0|732.0|0|0.5445362329483032
1586|1586|140000.0|1.0|1.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|-2.0|66526.0|65667.0|67571.0|26968.0|-4082.0|-4082.0|3990.0|4000.0|2000.0|0.0|0.0|0.0|0|0.6842160224914551
1587|1587|240000.0|2.0|1.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|99938.0|92104.0|85194.0|83021.0|78556.0|78495.0|3500.0|4200.0|3600.0|3000.0|3000.0|3000.0|0|0.7687655687332153
1588|1588|90000.0|1.0|2.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|42322.0|43314.0|44354.0|45372.0|46317.0|51292.0|1997.0|2037.0|2055.0|2000.0|5913.0|0.0|0|0.6781444549560547
1589|1589|20000.0|1.0|2.0|3.0|25.0|0.0|0.0|0.0|0.0|0.0|-1.0|3855.0|3150.0|2862.0|3247.0|2857.0|2467.0|1040.0|1225.0|1000.0|0.0|2500.0|491.0|0|0.5627318620681763
1590|1590|300000.0|2.0|1.0|1.0|34.0|2.0|0.0|0.0|2.0|0.0|0.0|74917.0|70878.0|68463.0|52987.0|46867.0|16335.0|3028.0|4560.0|78.0|3171.0|5015.0|5047.0|1|0.671748161315918
1591|1591|340000.0|2.0|1.0|1.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|185268.0|326074.0|276519.0|251815.0|218706.0|165666.0|160444.0|10143.0|7190.0|6283.0|5208.0|4177.0|0|0.7051982283592224
1592|1592|130000.0|1.0|3.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|129602.0|130079.0|122267.0|96800.0|58170.0|57483.0|5437.0|5088.0|4180.0|2035.0|3009.0|2000.0|0|0.7087993621826172
1593|1593|30000.0|1.0|3.0|2.0|26.0|0.0|0.0|2.0|0.0|0.0|0.0|25535.0|28738.0|27999.0|28097.0|28670.0|7770.0|3641.0|0.0|1000.0|573.0|1000.0|0.0|0|0.5440297722816467
1594|1594|50000.0|1.0|2.0|1.0|47.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2640.0|0.0|2640.0|0.0|1000.0|4702.0|2640.0|2640.0|1500.0|1000.0|4702.0|36015.0|0|0.5927383303642273
1595|1595|20000.0|1.0|2.0|2.0|24.0|2.0|2.0|2.0|2.0|2.0|2.0|16276.0|16715.0|18327.0|17735.0|19446.0|18988.0|1000.0|2200.0|0.0|2000.0|0.0|1200.0|1|0.9592651724815369
1596|1596|490000.0|1.0|1.0|2.0|36.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|5310.0|2691.0|3367.0|-46.0|9285.0|-14.0|2711.0|3384.0|0.0|9331.0|0.0|2960.0|0|0.7214270234107971
1597|1597|200000.0|1.0|2.0|1.0|38.0|1.0|2.0|2.0|2.0|0.0|0.0|185471.0|189921.0|193731.0|189136.0|191335.0|202780.0|9000.0|8300.0|0.0|6800.0|14500.0|0.0|1|0.8330480456352234
1598|1598|200000.0|2.0|1.0|1.0|39.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|25149.0|14963.0|9308.0|3060.0|6016.0|3480.0|15084.0|9354.0|3082.0|6046.0|3497.0|3514.0|0|0.745535135269165
1599|1599|10000.0|2.0|2.0|2.0|23.0|1.0|2.0|3.0|3.0|2.0|0.0|5699.0|7434.0|8164.0|7889.0|7614.0|7990.0|2000.0|1000.0|0.0|0.0|500.0|900.0|1|0.9184423685073853
1600|1600|180000.0|1.0|1.0|1.0|39.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|5086.0|5661.0|0.0|0.0|0.0|0.0|5668.0|0.0|0.0|0.0|0.0|0.0|0|0.5958936214447021
1601|1601|430000.0|2.0|2.0|1.0|47.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|1343.0|909.0|5271.0|757.0|157.0|157.0|909.0|5319.0|757.0|157.0|157.0|5989.0|0|0.6865270733833313
1602|1602|390000.0|2.0|1.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|78549.0|81775.0|82963.0|84236.0|84971.0|87112.0|4500.0|4000.0|3500.0|4000.0|3500.0|10000.0|0|0.808721661567688
1603|1603|360000.0|1.0|1.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|109997.0|205119.0|209680.0|213527.0|174907.0|126309.0|100000.0|8270.0|8423.0|6753.0|5139.0|5000.0|0|0.7330021858215332
1604|1604|180000.0|2.0|1.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|20098.0|22063.0|11705.0|14900.0|7180.0|-10.0|3000.0|4000.0|4000.0|3000.0|0.0|550.0|0|0.7222058176994324
1605|1605|250000.0|1.0|2.0|2.0|25.0|2.0|0.0|0.0|0.0|0.0|0.0|28681.0|30615.0|33726.0|36823.0|34829.0|23994.0|3000.0|4000.0|4000.0|5000.0|4000.0|2000.0|1|0.7979934811592102
1606|1606|300000.0|1.0|1.0|2.0|31.0|-1.0|-1.0|-1.0|-1.0|0.0|-1.0|2166.0|2894.0|8903.0|12445.0|24650.0|8339.0|2918.0|8974.0|12457.0|15113.0|8369.0|3832.0|0|0.8039231896400452
1607|1607|120000.0|2.0|3.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|116032.0|114987.0|117491.0|118513.0|75278.0|77070.0|4201.0|5001.0|4134.0|2700.0|3000.0|5030.0|0|0.7103383541107178
1608|1608|360000.0|2.0|2.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|336179.0|173781.0|161223.0|145172.0|131346.0|134135.0|6781.0|7226.0|5032.0|5346.0|15003.0|15011.0|0|0.775917112827301
1609|1609|170000.0|2.0|2.0|2.0|39.0|0.0|0.0|0.0|0.0|0.0|0.0|161277.0|162706.0|166677.0|167049.0|38377.0|33668.0|5856.0|7424.0|7169.0|1241.0|1187.0|1396.0|0|0.7565416693687439
1610|1610|180000.0|2.0|1.0|2.0|27.0|1.0|-1.0|-1.0|-1.0|-1.0|-2.0|0.0|1530.0|0.0|1610.0|0.0|0.0|1530.0|0.0|1610.0|0.0|0.0|0.0|0|0.5575636029243469
1611|1611|170000.0|2.0|2.0|1.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|35348.0|34622.0|31450.0|28229.0|26422.0|15081.0|1402.0|1789.0|652.0|798.0|1081.0|173.0|0|0.6595535278320312
1612|1612|90000.0|1.0|1.0|2.0|26.0|0.0|0.0|-1.0|0.0|0.0|-1.0|39128.0|20473.0|1940.0|1940.0|0.0|23101.0|1541.0|4200.0|0.0|0.0|23101.0|3000.0|0|0.6422253847122192
1613|1613|80000.0|2.0|1.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|77024.0|73281.0|57806.0|37642.0|46235.0|47110.0|3212.0|1600.0|956.0|40000.0|1800.0|1700.0|0|0.6983190774917603
1614|1614|340000.0|2.0|2.0|1.0|52.0|0.0|0.0|0.0|0.0|0.0|0.0|331508.0|319742.0|255166.0|197695.0|201907.0|195961.0|12100.0|10000.0|7000.0|7000.0|7000.0|8000.0|0|0.6963686347007751
1615|1615|240000.0|1.0|4.0|1.0|50.0|0.0|0.0|0.0|0.0|0.0|0.0|236470.0|242059.0|235353.0|240001.0|190904.0|193710.0|9560.0|9000.0|8790.0|8013.0|8125.0|8000.0|0|0.6978954076766968
1616|1616|210000.0|2.0|1.0|2.0|39.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.5717304944992065
1617|1617|380000.0|1.0|1.0|1.0|39.0|-1.0|-1.0|-2.0|-1.0|-1.0|-2.0|6347.0|0.0|0.0|46350.0|0.0|0.0|0.0|0.0|46350.0|0.0|0.0|24000.0|0|0.7266010642051697
1618|1618|50000.0|2.0|1.0|2.0|22.0|0.0|0.0|0.0|0.0|0.0|0.0|41940.0|41811.0|35920.0|19987.0|18971.0|18654.0|1748.0|1253.0|2504.0|1004.0|1509.0|4495.0|0|0.6697511076927185
1619|1619|50000.0|1.0|2.0|2.0|42.0|-1.0|0.0|0.0|0.0|0.0|0.0|47612.0|97918.0|49376.0|19693.0|19677.0|19657.0|2113.0|1949.0|685.0|700.0|712.0|674.0|0|0.7341381907463074
1620|1620|200000.0|1.0|3.0|1.0|47.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|9661.0|0.0|23648.0|575.0|847.0|9661.0|218.0|23648.0|575.0|847.0|249.0|0|0.782447338104248
1621|1621|280000.0|2.0|1.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|192045.0|195162.0|198105.0|202919.0|197380.0|201927.0|9300.0|9500.0|9509.0|7100.0|7800.0|8200.0|0|0.726649284362793
1622|1622|60000.0|1.0|2.0|3.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|61118.0|50643.0|44004.0|26940.0|9971.0|-11798.0|2200.0|2000.0|1200.0|0.0|0.0|28000.0|0|0.7043155431747437
1623|1623|220000.0|2.0|4.0|1.0|37.0|2.0|2.0|2.0|0.0|0.0|0.0|189976.0|189665.0|171669.0|167294.0|172042.0|162565.0|15510.0|0.0|5500.0|7250.0|6500.0|3500.0|1|0.9193058609962463
1624|1624|270000.0|2.0|2.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|135068.0|102743.0|100360.0|97583.0|91849.0|94824.0|5000.0|7000.0|4049.0|1000.0|5003.0|0.0|0|0.7377073764801025
1625|1625|50000.0|2.0|1.0|2.0|27.0|2.0|0.0|0.0|0.0|2.0|0.0|48064.0|47691.0|49140.0|49423.0|48377.0|48158.0|3000.0|2525.0|3900.0|0.0|2000.0|4500.0|1|0.8488094210624695
1626|1626|200000.0|2.0|4.0|1.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|149886.0|140541.0|96253.0|76131.0|37282.0|24421.0|5388.0|3300.0|2124.0|912.0|1000.0|10847.0|0|0.787381649017334
1627|1627|20000.0|1.0|2.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|11449.0|12811.0|11779.0|12379.0|12879.0|14879.0|1582.0|1400.0|1000.0|500.0|2000.0|500.0|0|0.5575553178787231
1628|1628|220000.0|2.0|2.0|2.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|32016.0|29052.0|23115.0|20354.0|7438.0|4887.0|2004.0|2009.0|5004.0|1000.0|1000.0|3000.0|0|0.7502506971359253
1629|1629|500000.0|1.0|2.0|1.0|42.0|1.0|-1.0|2.0|2.0|0.0|0.0|-984.0|3516.0|1924.0|1924.0|8924.0|6729.0|4500.0|0.0|0.0|7000.0|36.0|532.0|1|0.5708970427513123
1630|1630|90000.0|2.0|2.0|2.0|39.0|-1.0|2.0|-1.0|-1.0|0.0|0.0|2489.0|1242.0|1062.0|1062.0|1062.0|0.0|0.0|1062.0|1062.0|0.0|0.0|0.0|0|0.5505684614181519
1631|1631|20000.0|1.0|2.0|2.0|23.0|1.0|2.0|0.0|0.0|2.0|0.0|20235.0|17132.0|16856.0|16875.0|13454.0|10104.0|0.0|1200.0|1000.0|0.0|1000.0|10000.0|1|0.7724784016609192
1632|1632|20000.0|2.0|1.0|2.0|22.0|-1.0|-1.0|-1.0|-1.0|0.0|-1.0|7702.0|274.0|1395.0|10555.0|9500.0|9588.0|274.0|1395.0|10555.0|0.0|9588.0|491.0|0|0.7101890444755554
1633|1633|240000.0|2.0|2.0|1.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|232031.0|226221.0|222929.0|215858.0|210887.0|205828.0|8193.0|9000.0|6600.0|6400.0|6382.0|5994.0|0|0.6397925615310669
1634|1634|300000.0|2.0|2.0|1.0|27.0|1.0|2.0|0.0|0.0|0.0|0.0|311987.0|305417.0|296009.0|92553.0|94259.0|96868.0|0.0|12500.0|3200.0|3000.0|3000.0|3000.0|1|0.698879063129425
1635|1635|40000.0|2.0|2.0|1.0|38.0|-1.0|0.0|0.0|0.0|0.0|0.0|19537.0|20416.0|21151.0|21884.0|26213.0|30480.0|1500.0|1356.0|1380.0|5000.0|5000.0|1128.0|0|0.668545126914978
1636|1636|500000.0|1.0|1.0|2.0|30.0|-2.0|-2.0|-2.0|-1.0|-1.0|0.0|3317.0|22426.0|12762.0|11692.0|184515.0|168259.0|11393.0|25742.0|18076.0|184637.0|841.0|37384.0|0|0.9212467670440674
1637|1637|80000.0|2.0|1.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|33947.0|37339.0|36601.0|40589.0|42675.0|44567.0|4000.0|2500.0|5000.0|3000.0|2500.0|10000.0|0|0.7533072233200073
1638|1638|70000.0|2.0|1.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|46222.0|47650.0|48867.0|47808.0|43022.0|44077.0|2500.0|2300.0|2300.0|2000.0|1900.0|3000.0|0|0.7224321961402893
1639|1639|150000.0|2.0|2.0|1.0|36.0|2.0|2.0|2.0|2.0|2.0|2.0|100247.0|109909.0|112453.0|113318.0|114268.0|116688.0|12924.0|5800.0|4200.0|4300.0|4400.0|4700.0|1|0.9212051033973694
1640|1640|160000.0|2.0|3.0|1.0|74.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|79201.0|69376.0|66192.0|16905.0|0.0|19789.0|3783.0|2268.0|16905.0|0.0|19789.0|26442.0|0|0.6568578481674194
1641|1641|80000.0|2.0|2.0|2.0|23.0|2.0|2.0|2.0|2.0|2.0|2.0|22895.0|23837.0|24253.0|24562.0|25126.0|25476.0|1600.0|1100.0|1000.0|1100.0|906.0|0.0|1|0.9429453611373901
1642|1642|130000.0|1.0|2.0|1.0|42.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|1048.0|1048.0|1048.0|1048.0|390.0|390.0|1048.0|1048.0|1048.0|390.0|390.0|390.0|0|0.606311023235321
1643|1643|210000.0|2.0|2.0|1.0|46.0|-1.0|-1.0|-1.0|0.0|-1.0|-1.0|3095.0|2768.0|5536.0|2768.0|1075.0|2006.0|2768.0|5536.0|0.0|1075.0|2006.0|1344.0|0|0.5593347549438477
1644|1644|120000.0|1.0|3.0|1.0|45.0|0.0|0.0|-1.0|-1.0|0.0|0.0|24591.0|16160.0|225.0|3550.0|3550.0|3550.0|3000.0|225.0|3550.0|0.0|0.0|0.0|0|0.6174423694610596
1645|1645|410000.0|2.0|2.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|6917.0|7548.0|8726.0|9760.0|9570.0|8935.0|1130.0|2000.0|2200.0|312.0|500.0|363.0|0|0.6668238639831543
1646|1646|50000.0|2.0|3.0|1.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|46311.0|47579.0|47897.0|28263.0|8548.0|8906.0|2014.0|1332.0|698.0|310.0|500.0|330.0|0|0.6122052073478699
1647|1647|90000.0|2.0|2.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|0.0|87727.0|89402.0|88118.0|87852.0|49042.0|49251.0|3160.0|3688.0|4559.0|1665.0|1707.0|1807.0|0|0.7169944047927856
1648|1648|230000.0|2.0|2.0|2.0|38.0|-2.0|-1.0|0.0|0.0|0.0|0.0|845.0|53006.0|50879.0|50660.0|51282.0|53162.0|53021.0|2280.0|2133.0|1138.0|3186.0|1179.0|0|0.8381862044334412
1649|1649|100000.0|2.0|2.0|1.0|26.0|2.0|0.0|0.0|0.0|0.0|0.0|97361.0|96265.0|49380.0|29152.0|28832.0|29949.0|4732.0|1500.0|1500.0|1500.0|1500.0|1964.0|1|0.8296962976455688
1650|1650|180000.0|2.0|2.0|2.0|24.0|0.0|0.0|0.0|0.0|-1.0|0.0|8031.0|9269.0|9029.0|11186.0|23320.0|6666.0|2009.0|2626.0|3000.0|23320.0|1000.0|1000.0|0|0.6915796995162964
1651|1651|120000.0|2.0|3.0|1.0|51.0|0.0|0.0|0.0|2.0|2.0|2.0|26496.0|28586.0|33828.0|34236.0|34734.0|35292.0|2800.0|6000.0|1200.0|1300.0|1200.0|0.0|1|0.6654272079467773
1652|1652|220000.0|1.0|2.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|84466.0|84356.0|84151.0|83591.0|83789.0|83885.0|4000.0|4000.0|3500.0|3500.0|3500.0|3500.0|0|0.7006524801254272
1653|1653|110000.0|2.0|2.0|2.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|111720.0|86877.0|133187.0|65025.0|62777.0|62105.0|3406.0|2357.0|2239.0|3617.0|2247.0|2500.0|0|0.7719327807426453
1654|1654|300000.0|1.0|1.0|1.0|58.0|2.0|2.0|2.0|2.0|2.0|2.0|148265.0|158230.0|160242.0|156171.0|165556.0|169250.0|14000.0|6000.0|0.0|12000.0|6500.0|6500.0|1|0.8765546679496765
1655|1655|120000.0|2.0|2.0|2.0|28.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.5796573162078857
1656|1656|50000.0|2.0|1.0|2.0|27.0|0.0|0.0|0.0|0.0|-2.0|-2.0|45190.0|45277.0|44941.0|0.0|0.0|0.0|5277.0|4941.0|0.0|0.0|0.0|0.0|0|0.6746168732643127
1657|1657|70000.0|2.0|3.0|2.0|55.0|0.0|0.0|0.0|0.0|0.0|0.0|69997.0|41409.0|31450.0|29592.0|29703.0|19582.0|1700.0|3018.0|3338.0|3000.0|717.0|595.0|0|0.6569296717643738
1658|1658|180000.0|1.0|1.0|2.0|31.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|48544.0|17700.0|4270.0|0.0|19331.0|48544.0|17700.0|4270.0|0.0|19331.0|0.0|0|0.7154738306999207
1659|1659|230000.0|2.0|2.0|1.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|234521.0|228486.0|216287.0|215927.0|174259.0|174486.0|9800.0|8502.0|8350.0|6200.0|6500.0|6500.0|0|0.6472381353378296
1660|1660|320000.0|1.0|1.0|1.0|46.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|10836.0|19751.0|72623.0|61459.0|44390.0|29773.0|19799.0|73706.0|1692.0|1023.0|761.0|67235.0|0|0.9444434642791748
1661|1661|250000.0|1.0|1.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|215316.0|198490.0|169014.0|167776.0|168110.0|168505.0|6845.0|5945.0|5919.0|6000.0|6059.0|5837.0|0|0.6361374855041504
1662|1662|290000.0|2.0|2.0|1.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|149495.0|117275.0|110481.0|107735.0|100195.0|84268.0|3721.0|3700.0|4005.0|4000.0|3000.0|2928.0|0|0.7361674308776855
1663|1663|80000.0|2.0|3.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|70194.0|71912.0|69776.0|70985.0|72444.0|69685.0|3500.0|3000.0|2500.0|2500.0|2500.0|2500.0|0|0.6956478953361511
1664|1664|30000.0|2.0|2.0|1.0|26.0|0.0|0.0|0.0|0.0|0.0|2.0|29072.0|29276.0|30204.0|28501.0|29687.0|29497.0|1600.0|1500.0|1000.0|4000.0|1900.0|0.0|0|0.5383812785148621
1665|1665|180000.0|2.0|3.0|1.0|33.0|-1.0|0.0|0.0|0.0|0.0|-1.0|170126.0|171247.0|156803.0|159342.0|10400.0|20650.0|5950.0|7133.0|7369.0|600.0|20650.0|21650.0|0|0.8206894993782043
1666|1666|20000.0|1.0|2.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|2.0|17927.0|17384.0|13648.0|13924.0|15685.0|15292.0|1500.0|1500.0|1400.0|2000.0|0.0|2500.0|1|0.5024406313896179
1667|1667|50000.0|2.0|2.0|2.0|26.0|1.0|2.0|2.0|0.0|0.0|0.0|50867.0|51486.0|48869.0|30115.0|29527.0|29998.0|1710.0|136.0|1206.0|2002.0|2005.0|3003.0|1|0.8206011652946472
1668|1668|150000.0|1.0|2.0|1.0|55.0|0.0|-1.0|-1.0|-1.0|0.0|0.0|1540.0|780.0|0.0|580.0|780.0|0.0|780.0|0.0|580.0|200.0|0.0|0.0|1|0.5299205780029297
1669|1669|30000.0|2.0|1.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|4480.0|8381.0|12085.0|16788.0|18388.0|23228.0|4000.0|5000.0|5000.0|2000.0|5000.0|500.0|0|0.6255823373794556
1670|1670|160000.0|1.0|2.0|1.0|48.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.6921365857124329
1671|1671|230000.0|2.0|2.0|1.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|10906.0|9692.0|9162.0|10466.0|9426.0|8099.0|1364.0|1393.0|2003.0|1000.0|1000.0|500.0|0|0.6196162104606628
1672|1672|180000.0|1.0|1.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|2.0|141489.0|84237.0|82508.0|81808.0|86024.0|67747.0|4000.0|3000.0|4000.0|9000.0|0.0|3000.0|0|0.6857795119285583
1673|1673|100000.0|1.0|2.0|1.0|35.0|1.0|2.0|2.0|2.0|2.0|2.0|59121.0|57604.0|62635.0|64994.0|63827.0|67839.0|0.0|6000.0|4000.0|0.0|5100.0|2200.0|1|0.8422554135322571
1674|1674|80000.0|2.0|3.0|2.0|55.0|1.0|-1.0|0.0|0.0|0.0|0.0|78910.0|80362.0|77986.0|78803.0|50140.0|47757.0|84361.0|3837.0|3141.0|2000.0|2000.0|2000.0|1|0.5111510157585144
1675|1675|430000.0|2.0|2.0|1.0|42.0|0.0|0.0|0.0|0.0|0.0|0.0|89395.0|90052.0|90604.0|91200.0|92134.0|92834.0|3243.0|3200.0|3185.0|3500.0|3500.0|3420.0|0|0.7695155739784241
1676|1676|310000.0|2.0|2.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|219155.0|223308.0|225574.0|224001.0|230902.0|105844.0|10000.0|10000.0|6000.0|10000.0|39000.0|4000.0|0|0.7919986248016357
1677|1677|280000.0|1.0|2.0|1.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|186503.0|181328.0|180422.0|170410.0|173901.0|177413.0|8026.0|8060.0|6300.0|6400.0|6400.0|6737.0|0|0.7077499628067017
1678|1678|60000.0|1.0|1.0|2.0|24.0|-1.0|-1.0|-1.0|-2.0|-1.0|-1.0|390.0|780.0|0.0|0.0|371.0|18239.0|780.0|0.0|0.0|371.0|18239.0|650.0|0|0.6536274552345276
1679|1679|140000.0|2.0|2.0|2.0|30.0|-1.0|-1.0|-2.0|-2.0|-2.0|-2.0|854.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.5703985095024109
1680|1680|30000.0|2.0|1.0|1.0|49.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|3340.0|0.0|1220.0|480.0|0.0|174.0|0.0|1220.0|480.0|0.0|174.0|1162.0|0|0.5581376552581787
1681|1681|50000.0|2.0|1.0|2.0|28.0|1.0|2.0|0.0|0.0|0.0|0.0|43810.0|44184.0|4273.0|4999.0|5726.0|1473.0|1500.0|1300.0|2390.0|2200.0|0.0|3283.0|1|0.7156908512115479
1682|1682|280000.0|2.0|3.0|1.0|37.0|-1.0|-1.0|2.0|-1.0|-1.0|-1.0|4591.0|38854.0|15287.0|14201.0|26133.0|4504.0|38979.0|16.0|14201.0|26133.0|4504.0|10748.0|0|0.883427619934082
